"island","site","date","habitat","number","result","ground","uniqueID","type"
"rota","palii",2013-07-16,"native","26","predated","n","palii-native-26","*"
"rota","palii",2013-07-16,"native","27","unpredated","n","palii-native-27",NA
"rota","palii",2013-07-16,"native","28","unpredated","n","palii-native-28",NA
"rota","palii",2013-07-16,"native","29","unpredated","n","palii-native-29",NA
"rota","palii",2013-07-16,"native","30","predated","n","palii-native-30","*"
"rota","palii",2013-07-16,"native","31","unpredated","n","palii-native-31",NA
"rota","palii",2013-07-16,"native","32","unpredated","n","palii-native-32",NA
"rota","palii",2013-07-16,"native","33","predated","y","palii-native-33","G"
"rota","palii",2013-07-16,"native","34","unpredated","n","palii-native-34",NA
"rota","palii",2013-07-16,"native","35","predated","n","palii-native-35","*"
"rota","palii",2013-07-16,"native","36","unpredated","n","palii-native-36",NA
"rota","palii",2013-07-16,"native","37","unpredated","n","palii-native-37",NA
"rota","palii",2013-07-16,"native","38","unpredated","n","palii-native-38",NA
"rota","palii",2013-07-16,"native","39","unpredated","n","palii-native-39",NA
"rota","palii",2013-07-16,"native","40","unpredated","n","palii-native-40",NA
"rota","palii",2013-07-16,"native","41","unpredated","n","palii-native-41",NA
"rota","palii",2013-07-16,"native","42","unpredated","n","palii-native-42",NA
"rota","palii",2013-07-16,"native","43","unpredated","n","palii-native-43",NA
"rota","palii",2013-07-16,"native","44","unpredated","n","palii-native-44",NA
"rota","palii",2013-07-16,"native","45","unpredated","n","palii-native-45",NA
"rota","palii",2013-07-16,"native","46","unpredated","n","palii-native-46",NA
"rota","palii",2013-07-16,"native","47","predated","y","palii-native-47","*"
"rota","palii",2013-07-16,"native","48","unpredated","n","palii-native-48",NA
"rota","palii",2013-07-16,"native","49","predated","n","palii-native-49","B"
"rota","palii",2013-07-16,"native","50","predated","n","palii-native-50","*"
"rota","palii",2013-07-16,"native","51","unpredated","n","palii-native-51",NA
"rota","palii",2013-07-16,"native","52","predated","n","palii-native-52","*"
"rota","palii",2013-07-16,"native","53","predated","n","palii-native-53","*"
"rota","palii",2013-07-16,"native","54","unpredated","n","palii-native-54",NA
"rota","palii",2013-07-16,"native","55","unpredated","n","palii-native-55",NA
"rota","palii",2013-07-16,"native","56","predated","n","palii-native-56","*"
"rota","palii",2013-07-16,"native","57","unpredated","n","palii-native-57",NA
"rota","palii",2013-07-16,"native","58","unpredated","n","palii-native-58",NA
"rota","palii",2013-07-16,"native","59","unpredated","n","palii-native-59",NA
"rota","palii",2013-07-16,"native","60","predated","n","palii-native-60","*"
"rota","palii",2013-07-16,"native","61","unpredated","n","palii-native-61",NA
"rota","palii",2013-07-16,"native","62","unpredated","n","palii-native-62",NA
"rota","palii",2013-07-16,"native","63","unpredated","n","palii-native-63",NA
"rota","palii",2013-07-16,"native","64","predated","n","palii-native-64","*"
"rota","palii",2013-07-16,"native","65","unpredated","n","palii-native-65",NA
"rota","palii",2013-07-16,"native","66","unpredated","n","palii-native-66",NA
"rota","palii",2013-07-16,"native","67","predated","n","palii-native-67","*"
"rota","palii",2013-07-16,"native","68","unpredated","y","palii-native-68",NA
"rota","palii",2013-07-16,"native","69","unpredated","n","palii-native-69",NA
"rota","palii",2013-07-16,"native","70","predated","y","palii-native-70","*"
"rota","palii",2013-07-16,"native","71","unpredated","n","palii-native-71",NA
"rota","palii",2013-07-16,"native","72","unpredated","n","palii-native-72",NA
"rota","palii",2013-07-16,"native","73","unpredated","n","palii-native-73",NA
"rota","palii",2013-07-16,"native","74","unpredated","n","palii-native-74",NA
"rota","palii",2013-07-16,"native","75","predated","n","palii-native-75","*"
"rota","palii",2013-07-16,"native","76","unpredated","n","palii-native-76",NA
"rota","palii",2013-07-16,"native","77","unpredated","n","palii-native-77",NA
"rota","palii",2013-07-16,"native","78","unpredated","n","palii-native-78",NA
"rota","palii",2013-07-16,"native","79","unpredated","n","palii-native-79",NA
"rota","palii",2013-07-16,"native","80","unpredated","n","palii-native-80",NA
"rota","palii",2013-07-16,"native","81","predated","n","palii-native-81","*"
"rota","palii",2013-07-16,"native","82","unpredated","n","palii-native-82",NA
"rota","palii",2013-07-16,"native","83","unpredated","n","palii-native-83",NA
"rota","palii",2013-07-16,"native","84","unpredated","n","palii-native-84",NA
"rota","palii",2013-07-16,"native","85","predated","n","palii-native-85","*"
"rota","palii",2013-07-16,"native","86","unpredated","n","palii-native-86",NA
"rota","palii",2013-07-16,"native","87","unpredated","n","palii-native-87",NA
"rota","palii",2013-07-16,"native","88","unpredated","n","palii-native-88",NA
"rota","palii",2013-07-16,"native","89","unpredated","n","palii-native-89",NA
"rota","palii",2013-07-16,"native","90","unpredated","n","palii-native-90",NA
"rota","palii",2013-07-16,"native","91","unpredated","n","palii-native-91",NA
"rota","palii",2013-07-16,"native","92","predated","n","palii-native-92","H"
"rota","palii",2013-07-16,"native","93","unpredated","n","palii-native-93",NA
"rota","palii",2013-07-16,"native","94","predated","n","palii-native-94","A"
"rota","palii",2013-07-16,"native","95","unpredated","n","palii-native-95",NA
"rota","palii",2013-07-16,"native","96","unpredated","n","palii-native-96",NA
"rota","palii",2013-07-16,"native","97","unpredated","n","palii-native-97",NA
"rota","palii",2013-07-16,"native","98","predated","n","palii-native-98","*"
"rota","palii",2013-07-16,"native","99","predated","n","palii-native-99","*"
"rota","palii",2013-07-16,"native","100","unpredated","n","palii-native-100",NA
"rota","palii",2013-07-16,"native","101","unpredated","n","palii-native-101",NA
"rota","palii",2013-07-16,"native","102","unpredated","n","palii-native-102",NA
"rota","palii",2013-07-16,"native","103","unpredated","n","palii-native-103",NA
"rota","palii",2013-07-16,"native","104","unpredated","n","palii-native-104",NA
"rota","palii",2013-07-16,"native","105","unpredated","n","palii-native-105",NA
"rota","palii",2013-07-16,"native","106","unpredated","n","palii-native-106",NA
"rota","palii",2013-07-16,"native","107","unpredated","n","palii-native-107",NA
"rota","palii",2013-07-16,"native","109","unpredated","n","palii-native-109",NA
"rota","palii",2013-07-16,"native","110","unpredated","n","palii-native-110",NA
"rota","palii",2013-07-16,"native","111","predated","n","palii-native-111","A"
"rota","palii",2013-07-16,"native","112","unpredated","n","palii-native-112",NA
"rota","palii",2013-07-16,"native","114","unpredated","n","palii-native-114",NA
"rota","palii",2013-07-16,"native","115","unpredated","n","palii-native-115",NA
"rota","palii",2013-07-16,"native","116","unpredated","n","palii-native-116",NA
"rota","palii",2013-07-16,"native","117","unpredated","n","palii-native-117",NA
"rota","palii",2013-07-16,"native","118","unpredated","n","palii-native-118",NA
"rota","palii",2013-07-16,"native","119","unpredated","n","palii-native-119",NA
"rota","palii",2013-07-16,"native","120","predated","n","palii-native-120","*"
"rota","palii",2013-07-16,"native","121","unpredated","n","palii-native-121",NA
"rota","palii",2013-07-16,"native","122","unpredated","n","palii-native-122",NA
"rota","palii",2013-07-16,"native","123","unpredated","n","palii-native-123",NA
"rota","palii",2013-07-16,"native","124","unpredated","n","palii-native-124",NA
"rota","palii",2013-07-16,"native","125","unpredated","n","palii-native-125",NA
"rota","palii",2013-07-16,"native","126","unpredated","n","palii-native-126",NA
"rota","palii",2013-07-16,"native","127","predated","y","palii-native-127","P"
"rota","palii",2013-07-16,"native","128","unpredated","n","palii-native-128",NA
"rota","palii",2013-07-16,"native","129","unpredated","n","palii-native-129",NA
"rota","palii",2013-07-16,"native","130","predated","n","palii-native-130","*"
"rota","palii",2013-07-16,"native","131","unpredated","n","palii-native-131",NA
"rota","palii",2013-07-16,"native","132","unpredated","n","palii-native-132",NA
"rota","palii",2013-07-16,"native","133","unpredated","n","palii-native-133",NA
"rota","palii",2013-07-16,"native","134","unpredated","n","palii-native-134",NA
"rota","palii",2013-07-16,"native","135","unpredated","n","palii-native-135",NA
"rota","palii",2013-07-16,"native","136","unpredated","n","palii-native-136",NA
"rota","palii",2013-07-16,"native","137","predated","n","palii-native-137","*"
"rota","palii",2013-07-16,"native","138","predated","n","palii-native-138","P"
"rota","palii",2013-07-16,"native","139","unpredated","n","palii-native-139",NA
"rota","palii",2013-07-16,"native","140","unpredated","n","palii-native-140",NA
"rota","palii",2013-07-16,"native","141","unpredated","n","palii-native-141",NA
"rota","palii",2013-07-16,"native","142","unpredated","n","palii-native-142",NA
"rota","palii",2013-07-16,"native","143","unpredated","n","palii-native-143",NA
"rota","palii",2013-07-16,"native","144","unpredated","n","palii-native-144",NA
"rota","palii",2013-07-16,"native","145","unpredated","n","palii-native-145",NA
"rota","palii",2013-07-16,"native","146","predated","n","palii-native-146","A"
"rota","palii",2013-07-16,"native","147","unpredated","n","palii-native-147",NA
"rota","palii",2013-07-16,"native","148","unpredated","n","palii-native-148",NA
"rota","palii",2013-07-16,"native","149","unpredated","n","palii-native-149",NA
"rota","palii",2013-07-16,"native","150","unpredated","n","palii-native-150",NA
"guam","southblas",2013-07-31,"native","1","unpredated","n","southblas-native-1",NA
"guam","southblas",2013-07-31,"native","2","unpredated","n","southblas-native-2",NA
"guam","southblas",2013-07-31,"native","3","unpredated","n","southblas-native-3",NA
"guam","southblas",2013-07-31,"native","4","unpredated","n","southblas-native-4",NA
"guam","southblas",2013-07-31,"native","5","unpredated","n","southblas-native-5",NA
"guam","southblas",2013-07-31,"native","6","unpredated","n","southblas-native-6",NA
"guam","southblas",2013-07-31,"native","7","unpredated","n","southblas-native-7",NA
"guam","southblas",2013-07-31,"native","8","unpredated","n","southblas-native-8",NA
"guam","southblas",2013-07-31,"native","9","unpredated","n","southblas-native-9",NA
"guam","southblas",2013-07-31,"native","10","unpredated","n","southblas-native-10",NA
"guam","southblas",2013-07-31,"native","11","unpredated","n","southblas-native-11",NA
"guam","southblas",2013-07-31,"native","12","unpredated","n","southblas-native-12",NA
"guam","southblas",2013-07-31,"native","13","unpredated","n","southblas-native-13",NA
"guam","southblas",2013-07-31,"native","14","unpredated","n","southblas-native-14",NA
"guam","southblas",2013-07-31,"native","15","unpredated","n","southblas-native-15",NA
"guam","southblas",2013-07-31,"native","16","unpredated","n","southblas-native-16",NA
"guam","southblas",2013-07-31,"native","17","unpredated","n","southblas-native-17",NA
"guam","southblas",2013-07-31,"native","18","unpredated","n","southblas-native-18",NA
"guam","southblas",2013-07-31,"native","19","unpredated","n","southblas-native-19",NA
"guam","southblas",2013-07-31,"native","20","unpredated","n","southblas-native-20",NA
"guam","southblas",2013-07-31,"native","21","unpredated","y","southblas-native-21",NA
"guam","southblas",2013-07-31,"native","22","unpredated","n","southblas-native-22",NA
"guam","southblas",2013-07-31,"native","23","unpredated","n","southblas-native-23",NA
"guam","southblas",2013-07-31,"native","24","unpredated","n","southblas-native-24",NA
"guam","southblas",2013-07-31,"native","25","unpredated","n","southblas-native-25",NA
"guam","southblas",2013-07-31,"native","26","unpredated","n","southblas-native-26",NA
"guam","southblas",2013-07-31,"native","27","unpredated","n","southblas-native-27",NA
"guam","southblas",2013-07-31,"native","28","unpredated","n","southblas-native-28",NA
"guam","southblas",2013-07-31,"native","29","unpredated","n","southblas-native-29",NA
"guam","southblas",2013-07-31,"native","30","unpredated","n","southblas-native-30",NA
"guam","southblas",2013-07-31,"native","31","unpredated","n","southblas-native-31",NA
"guam","southblas",2013-07-31,"native","32","unpredated","n","southblas-native-32",NA
"guam","southblas",2013-07-31,"native","33","unpredated","n","southblas-native-33",NA
"guam","southblas",2013-07-31,"native","34","unpredated","n","southblas-native-34",NA
"guam","southblas",2013-07-31,"native","35","unpredated","n","southblas-native-35",NA
"guam","southblas",2013-07-31,"native","36","unpredated","n","southblas-native-36",NA
"guam","southblas",2013-07-31,"native","37","unpredated","n","southblas-native-37",NA
"guam","southblas",2013-07-31,"native","38","unpredated","n","southblas-native-38",NA
"guam","southblas",2013-07-31,"native","39","unpredated","n","southblas-native-39",NA
"guam","southblas",2013-07-31,"native","40","unpredated","n","southblas-native-40",NA
"guam","southblas",2013-07-31,"native","41","unpredated","n","southblas-native-41",NA
"guam","southblas",2013-07-31,"native","42","unpredated","n","southblas-native-42",NA
"guam","southblas",2013-07-31,"native","43","unpredated","n","southblas-native-43",NA
"guam","southblas",2013-07-31,"native","44","unpredated","n","southblas-native-44",NA
"guam","southblas",2013-07-31,"native","45","unpredated","n","southblas-native-45",NA
"guam","southblas",2013-07-31,"native","46","unpredated","n","southblas-native-46",NA
"guam","southblas",2013-07-31,"native","47","unpredated","n","southblas-native-47",NA
"guam","southblas",2013-07-31,"native","48","unpredated","n","southblas-native-48",NA
"guam","southblas",2013-07-31,"native","49","unpredated","n","southblas-native-49",NA
"guam","southblas",2013-07-31,"native","50","unpredated","n","southblas-native-50",NA
"guam","southblas",2013-07-31,"native","51","unpredated","n","southblas-native-51",NA
"guam","southblas",2013-07-31,"native","52","unpredated","n","southblas-native-52",NA
"guam","southblas",2013-07-31,"native","53","unpredated","n","southblas-native-53",NA
"guam","southblas",2013-07-31,"native","54","unpredated","n","southblas-native-54",NA
"guam","southblas",2013-07-31,"native","55","predated","n","southblas-native-55","A"
"guam","southblas",2013-07-31,"native","56","unpredated","n","southblas-native-56",NA
"guam","southblas",2013-07-31,"native","57","unpredated","n","southblas-native-57",NA
"guam","southblas",2013-07-31,"native","58","unpredated","n","southblas-native-58",NA
"guam","southblas",2013-07-31,"native","59","unpredated","n","southblas-native-59",NA
"guam","southblas",2013-07-31,"native","60","unpredated","n","southblas-native-60",NA
"guam","southblas",2013-07-31,"native","61","unpredated","n","southblas-native-61",NA
"guam","southblas",2013-07-31,"native","62","unpredated","n","southblas-native-62",NA
"guam","southblas",2013-07-31,"native","63","unpredated","n","southblas-native-63",NA
"guam","southblas",2013-07-31,"native","64","unpredated","n","southblas-native-64",NA
"guam","southblas",2013-07-31,"native","65","unpredated","n","southblas-native-65",NA
"guam","southblas",2013-07-31,"native","66","unpredated","n","southblas-native-66",NA
"guam","southblas",2013-07-31,"native","67","unpredated","n","southblas-native-67",NA
"guam","southblas",2013-07-31,"native","68","unpredated","n","southblas-native-68",NA
"guam","southblas",2013-07-31,"native","69","unpredated","n","southblas-native-69",NA
"guam","southblas",2013-07-31,"native","70","unpredated","n","southblas-native-70",NA
"guam","southblas",2013-07-31,"native","71","unpredated","n","southblas-native-71",NA
"guam","southblas",2013-07-31,"native","72","unpredated","n","southblas-native-72",NA
"guam","southblas",2013-07-31,"native","73","unpredated","n","southblas-native-73",NA
"guam","southblas",2013-07-31,"native","74","unpredated","n","southblas-native-74",NA
"guam","southblas",2013-07-31,"native","75","unpredated","n","southblas-native-75",NA
"guam","southblas",2013-07-31,"native","76","unpredated","n","southblas-native-76",NA
"guam","southblas",2013-07-31,"native","77","unpredated","n","southblas-native-77",NA
"guam","southblas",2013-07-31,"native","78","unpredated","n","southblas-native-78",NA
"guam","southblas",2013-07-31,"native","79","predated","n","southblas-native-79","O"
"guam","southblas",2013-07-31,"native","80","unpredated","n","southblas-native-80",NA
"guam","southblas",2013-07-31,"native","81a","unpredated","n","southblas-native-81a",NA
"guam","southblas",2013-07-31,"native","82","unpredated","n","southblas-native-82",NA
"guam","southblas",2013-07-31,"native","83","unpredated","n","southblas-native-83",NA
"guam","southblas",2013-07-31,"native","84","unpredated","n","southblas-native-84",NA
"guam","southblas",2013-07-31,"native","85","predated","n","southblas-native-85","A"
"guam","southblas",2013-07-31,"native","86","unpredated","n","southblas-native-86",NA
"guam","southblas",2013-07-31,"native","87","unpredated","n","southblas-native-87",NA
"guam","southblas",2013-07-31,"native","88","unpredated","n","southblas-native-88",NA
"guam","southblas",2013-07-31,"native","89","unpredated","n","southblas-native-89",NA
"guam","southblas",2013-07-31,"native","90","unpredated","n","southblas-native-90",NA
"guam","southblas",2013-07-31,"native","91","unpredated","n","southblas-native-91",NA
"guam","southblas",2013-07-31,"native","92","unpredated","n","southblas-native-92",NA
"guam","southblas",2013-07-31,"native","93","unpredated","n","southblas-native-93",NA
"guam","southblas",2013-07-31,"native","95","unpredated","n","southblas-native-95",NA
"guam","southblas",2013-07-31,"native","96","unpredated","n","southblas-native-96",NA
"guam","southblas",2013-07-31,"native","97","unpredated","n","southblas-native-97",NA
"guam","southblas",2013-07-31,"native","98","unpredated","n","southblas-native-98",NA
"guam","southblas",2013-07-31,"native","99","unpredated","n","southblas-native-99",NA
"guam","southblas",2013-07-31,"native","100","unpredated","n","southblas-native-100",NA
"guam","southblas",2013-07-31,"native","101","unpredated","n","southblas-native-101",NA
"guam","southblas",2013-07-31,"native","102","unpredated","n","southblas-native-102",NA
"guam","southblas",2013-07-31,"native","103","unpredated","n","southblas-native-103",NA
"guam","southblas",2013-07-31,"native","105","unpredated","n","southblas-native-105",NA
"guam","southblas",2013-07-31,"native","106","unpredated","n","southblas-native-106",NA
"guam","southblas",2013-07-31,"native","107","unpredated","n","southblas-native-107",NA
"guam","southblas",2013-07-31,"native","108","unpredated","n","southblas-native-108",NA
"guam","southblas",2013-07-31,"native","109","unpredated","n","southblas-native-109",NA
"guam","southblas",2013-07-31,"native","110","unpredated","n","southblas-native-110",NA
"guam","southblas",2013-07-31,"native","111","predated","n","southblas-native-111","B"
"guam","southblas",2013-07-31,"native","112","unpredated","n","southblas-native-112",NA
"guam","southblas",2013-07-31,"native","113","unpredated","n","southblas-native-113",NA
"guam","southblas",2013-07-31,"native","114","unpredated","n","southblas-native-114",NA
"guam","southblas",2013-07-31,"native","115","unpredated","n","southblas-native-115",NA
"guam","southblas",2013-07-31,"native","116","unpredated","n","southblas-native-116",NA
"guam","southblas",2013-07-31,"native","117","unpredated","n","southblas-native-117",NA
"guam","southblas",2013-07-31,"native","118","predated","n","southblas-native-118","B"
"guam","southblas",2013-07-31,"native","119","predated","y","southblas-native-119","NP"
"guam","southblas",2013-07-31,"native","120","unpredated","n","southblas-native-120",NA
"guam","southblas",2013-07-31,"native","121","unpredated","n","southblas-native-121",NA
"guam","southblas",2013-07-31,"native","122","unpredated","n","southblas-native-122",NA
"guam","southblas",2013-07-31,"native","123","unpredated","n","southblas-native-123",NA
"guam","southblas",2013-07-31,"native","124","unpredated","n","southblas-native-124",NA
"guam","southblas",2013-07-31,"native","125","unpredated","n","southblas-native-125",NA
"guam","southblas",2013-07-31,"native","126","unpredated","n","southblas-native-126",NA
"guam","southblas",2013-07-31,"native","127","unpredated","n","southblas-native-127",NA
"guam","southblas",2013-07-31,"native","128","unpredated","n","southblas-native-128",NA
"guam","southblas",2013-07-31,"native","129","unpredated","n","southblas-native-129",NA
"guam","southblas",2013-07-31,"native","130","unpredated","n","southblas-native-130",NA
"guam","southblas",2013-07-31,"native","131","unpredated","n","southblas-native-131",NA
"guam","southblas",2013-07-31,"native","132","unpredated","n","southblas-native-132",NA
"guam","southblas",2013-07-31,"native","133","unpredated","n","southblas-native-133",NA
"guam","southblas",2013-07-31,"native","134","unpredated","n","southblas-native-134",NA
"guam","southblas",2013-07-31,"native","135","unpredated","n","southblas-native-135",NA
"guam","southblas",2013-07-31,"native","136","unpredated","n","southblas-native-136",NA
"guam","southblas",2013-07-31,"native","137","unpredated","n","southblas-native-137",NA
"guam","southblas",2013-07-31,"native","138","unpredated","n","southblas-native-138",NA
"guam","southblas",2013-07-31,"native","139","unpredated","n","southblas-native-139",NA
"guam","southblas",2013-07-31,"native","140","unpredated","n","southblas-native-140",NA
"guam","southblas",2013-07-31,"native","141","unpredated","n","southblas-native-141",NA
"guam","southblas",2013-07-31,"native","142","unpredated","n","southblas-native-142",NA
"guam","southblas",2013-07-31,"native","143","unpredated","n","southblas-native-143",NA
"guam","southblas",2013-07-31,"native","144","unpredated","n","southblas-native-144",NA
"guam","southblas",2013-07-31,"native","146","unpredated","n","southblas-native-146",NA
"guam","southblas",2013-07-31,"native","147","unpredated","n","southblas-native-147",NA
"guam","southblas",2013-07-31,"native","148","unpredated","n","southblas-native-148",NA
"guam","southblas",2013-07-31,"native","149","unpredated","n","southblas-native-149",NA
"guam","southblas",2013-07-31,"native","150","unpredated","n","southblas-native-150",NA
"guam","southblas",2013-07-31,"native","81b","unpredated","n","southblas-native-81b",NA
"rota","tweksberry",2013-07-17,"disturbed","1","predated","n","tweksberry-disturbed-1","C"
"rota","tweksberry",2013-07-17,"disturbed","2","unpredated","n","tweksberry-disturbed-2",NA
"rota","tweksberry",2013-07-17,"disturbed","3","unpredated","n","tweksberry-disturbed-3",NA
"rota","tweksberry",2013-07-17,"disturbed","4","unpredated","n","tweksberry-disturbed-4",NA
"rota","tweksberry",2013-07-17,"disturbed","5","unpredated","n","tweksberry-disturbed-5",NA
"rota","tweksberry",2013-07-17,"disturbed","6","unpredated","n","tweksberry-disturbed-6",NA
"rota","tweksberry",2013-07-17,"disturbed","7","unpredated","n","tweksberry-disturbed-7",NA
"rota","tweksberry",2013-07-17,"disturbed","8","unpredated","n","tweksberry-disturbed-8",NA
"rota","tweksberry",2013-07-17,"disturbed","9","unpredated","n","tweksberry-disturbed-9",NA
"rota","tweksberry",2013-07-17,"disturbed","10","unpredated","n","tweksberry-disturbed-10",NA
"rota","tweksberry",2013-07-17,"disturbed","11","predated","n","tweksberry-disturbed-11","C"
"rota","tweksberry",2013-07-17,"disturbed","12","predated","n","tweksberry-disturbed-12","C"
"rota","tweksberry",2013-07-17,"disturbed","13","predated","n","tweksberry-disturbed-13","C"
"rota","tweksberry",2013-07-17,"disturbed","14","unpredated","n","tweksberry-disturbed-14",NA
"rota","tweksberry",2013-07-17,"disturbed","15","unpredated","n","tweksberry-disturbed-15",NA
"rota","tweksberry",2013-07-17,"disturbed","18","unpredated","n","tweksberry-disturbed-18",NA
"rota","tweksberry",2013-07-17,"disturbed","19","unpredated","n","tweksberry-disturbed-19",NA
"rota","tweksberry",2013-07-17,"disturbed","20","unpredated","n","tweksberry-disturbed-20",NA
"rota","tweksberry",2013-07-17,"disturbed","21","predated","n","tweksberry-disturbed-21","C"
"rota","tweksberry",2013-07-17,"disturbed","22","predated","n","tweksberry-disturbed-22","C"
"rota","tweksberry",2013-07-17,"disturbed","23","predated","n","tweksberry-disturbed-23","C"
"rota","tweksberry",2013-07-17,"disturbed","24","unpredated","n","tweksberry-disturbed-24",NA
"rota","tweksberry",2013-07-17,"disturbed","25","unpredated","n","tweksberry-disturbed-25",NA
"rota","tweksberry",2013-07-17,"disturbed","26","predated","n","tweksberry-disturbed-26","C"
"rota","tweksberry",2013-07-17,"disturbed","27","unpredated","n","tweksberry-disturbed-27",NA
"rota","tweksberry",2013-07-17,"disturbed","28","unpredated","n","tweksberry-disturbed-28",NA
"rota","tweksberry",2013-07-17,"disturbed","29","unpredated","n","tweksberry-disturbed-29",NA
"rota","tweksberry",2013-07-17,"disturbed","30","unpredated","n","tweksberry-disturbed-30",NA
"rota","tweksberry",2013-07-17,"disturbed","31","unpredated","n","tweksberry-disturbed-31",NA
"rota","tweksberry",2013-07-17,"disturbed","32","unpredated","n","tweksberry-disturbed-32",NA
"rota","tweksberry",2013-07-17,"disturbed","33","predated","n","tweksberry-disturbed-33","C"
"rota","tweksberry",2013-07-17,"disturbed","34","unpredated","n","tweksberry-disturbed-34",NA
"rota","tweksberry",2013-07-17,"disturbed","35","predated","n","tweksberry-disturbed-35","C"
"rota","tweksberry",2013-07-17,"disturbed","36","predated","n","tweksberry-disturbed-36","C"
"rota","tweksberry",2013-07-17,"disturbed","37","unpredated","n","tweksberry-disturbed-37",NA
"rota","tweksberry",2013-07-17,"disturbed","38","predated","n","tweksberry-disturbed-38","C"
"rota","tweksberry",2013-07-17,"disturbed","39","unpredated","n","tweksberry-disturbed-39",NA
"rota","tweksberry",2013-07-17,"disturbed","40","predated","n","tweksberry-disturbed-40","C"
"rota","tweksberry",2013-07-17,"disturbed","41","unpredated","n","tweksberry-disturbed-41",NA
"rota","tweksberry",2013-07-17,"disturbed","42","predated","n","tweksberry-disturbed-42","C"
"rota","tweksberry",2013-07-17,"disturbed","45","unpredated","n","tweksberry-disturbed-45",NA
"rota","tweksberry",2013-07-17,"disturbed","46","unpredated","n","tweksberry-disturbed-46",NA
"rota","tweksberry",2013-07-17,"disturbed","47","unpredated","n","tweksberry-disturbed-47",NA
"rota","tweksberry",2013-07-17,"disturbed","48","unpredated","n","tweksberry-disturbed-48",NA
"rota","tweksberry",2013-07-17,"disturbed","49","unpredated","n","tweksberry-disturbed-49",NA
"rota","tweksberry",2013-07-17,"disturbed","50","predated","n","tweksberry-disturbed-50","C"
"rota","tweksberry",2013-07-17,"disturbed","51","unpredated","n","tweksberry-disturbed-51",NA
"rota","tweksberry",2013-07-17,"disturbed","52","unpredated","n","tweksberry-disturbed-52",NA
"rota","tweksberry",2013-07-17,"disturbed","53","unpredated","n","tweksberry-disturbed-53",NA
"rota","tweksberry",2013-07-17,"disturbed","54","unpredated","n","tweksberry-disturbed-54",NA
"rota","tweksberry",2013-07-17,"disturbed","55","predated","n","tweksberry-disturbed-55","C"
"rota","tweksberry",2013-07-17,"disturbed","56","unpredated","n","tweksberry-disturbed-56",NA
"rota","tweksberry",2013-07-17,"disturbed","57","unpredated","n","tweksberry-disturbed-57",NA
"rota","tweksberry",2013-07-17,"disturbed","58","unpredated","n","tweksberry-disturbed-58",NA
"rota","tweksberry",2013-07-17,"disturbed","59","unpredated","n","tweksberry-disturbed-59",NA
"rota","tweksberry",2013-07-17,"disturbed","60","unpredated","n","tweksberry-disturbed-60",NA
"rota","tweksberry",2013-07-17,"disturbed","61","predated","n","tweksberry-disturbed-61","C"
"rota","tweksberry",2013-07-17,"disturbed","62","unpredated","n","tweksberry-disturbed-62",NA
"rota","tweksberry",2013-07-17,"disturbed","63","unpredated","n","tweksberry-disturbed-63",NA
"rota","tweksberry",2013-07-17,"disturbed","64","unpredated","n","tweksberry-disturbed-64",NA
"rota","tweksberry",2013-07-17,"disturbed","65","unpredated","n","tweksberry-disturbed-65",NA
"rota","tweksberry",2013-07-17,"disturbed","66","unpredated","n","tweksberry-disturbed-66",NA
"rota","tweksberry",2013-07-17,"disturbed","67","unpredated","n","tweksberry-disturbed-67",NA
"rota","tweksberry",2013-07-17,"disturbed","70","predated","y","tweksberry-disturbed-70","C"
"rota","tweksberry",2013-07-17,"disturbed","71","unpredated","n","tweksberry-disturbed-71",NA
"rota","tweksberry",2013-07-17,"disturbed","75","predated","n","tweksberry-disturbed-75","C"
"rota","tweksberry",2013-07-17,"disturbed","76","unpredated","n","tweksberry-disturbed-76",NA
"rota","tweksberry",2013-07-17,"disturbed","77","unpredated","n","tweksberry-disturbed-77",NA
"rota","tweksberry",2013-07-17,"disturbed","78","unpredated","n","tweksberry-disturbed-78",NA
"rota","tweksberry",2013-07-17,"disturbed","79","unpredated","n","tweksberry-disturbed-79",NA
"rota","tweksberry",2013-07-17,"disturbed","80","predated","y","tweksberry-disturbed-80","C"
"rota","tweksberry",2013-07-17,"disturbed","81","unpredated","n","tweksberry-disturbed-81",NA
"rota","tweksberry",2013-07-17,"disturbed","82","predated","n","tweksberry-disturbed-82",NA
"rota","tweksberry",2013-07-17,"disturbed","83","unpredated","n","tweksberry-disturbed-83",NA
"rota","tweksberry",2013-07-17,"disturbed","84","unpredated","n","tweksberry-disturbed-84",NA
"rota","tweksberry",2013-07-17,"disturbed","85","predated","n","tweksberry-disturbed-85","C"
"rota","tweksberry",2013-07-17,"disturbed","86","unpredated","n","tweksberry-disturbed-86",NA
"rota","tweksberry",2013-07-17,"disturbed","87","unpredated","n","tweksberry-disturbed-87",NA
"rota","tweksberry",2013-07-17,"disturbed","88","unpredated","n","tweksberry-disturbed-88",NA
"rota","tweksberry",2013-07-17,"disturbed","89","unpredated","n","tweksberry-disturbed-89",NA
"rota","tweksberry",2013-07-17,"disturbed","90","unpredated","n","tweksberry-disturbed-90",NA
"rota","tweksberry",2013-07-17,"disturbed","91","unpredated","n","tweksberry-disturbed-91",NA
"rota","tweksberry",2013-07-17,"disturbed","92","unpredated","n","tweksberry-disturbed-92",NA
